ER_Code,NOC_2016,NOC_2021,Low_Wage_2016,Median_Wage_2016,High_Wage_2016,Low_Wage_2020,Median_Wage_2020,High_Wage_2020,Low_Wage_2024,Median_Wage_2024,High_Wage_2024,Province,Region,NOC_Title_2021,Broad_Category_Code,TEER_Code,Major_Group_Code,Broad_Category_Name,TEER_Level_Name,Major_Group_Name
ER12,1431,14200,12.0,17.95,24.62,14.13,20.0,28.4,16.35,22.0,30.22,Nova Scotia,Nova Scotia,accounting and related clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1431,14200,12.0,18.0,25.0,14.0,19.81,29.0,15.3,22.0,30.77,New Brunswick,New Brunswick,accounting and related clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1431,14200,13.5,19.23,26.9,15.0,20.6,30.22,18.5,23.79,32.0,Quebec,Quebec,accounting and related clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1431,14200,13.0,20.0,30.0,15.5,21.63,33.33,17.78,24.62,36.06,Ontario,Ontario,accounting and related clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER46,1431,14200,12.95,18.25,25.64,15.0,21.12,28.92,17.31,22.0,31.25,Manitoba,Manitoba,accounting and related clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER47,1431,14200,13.0,20.21,29.44,15.0,22.36,31.25,17.31,24.0,32.0,Saskatchewan,Saskatchewan,accounting and related clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER48,1431,14200,15.0,22.53,32.0,16.85,24.04,35.0,18.0,25.96,39.15,Alberta,Alberta,accounting and related clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER59,1431,14200,13.0,20.5,29.81,17.0,23.0,30.77,18.99,25.0,33.65,British Columbia,British Columbia,accounting and related clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER10,1432,13102,13.75,21.98,30.0,16.43,24.04,32.21,16.0,26.0,36.22,Newfoundland and Labrador,Newfoundland and Labrador,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER1110,1432,13102,13.0,23.08,32.41,15.0,23.0,29.0,20.19,27.0,36.06,Prince Edward Island,Prince Edward Island,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER12,1432,13102,15.0,20.04,29.23,18.0,24.17,33.33,19.0,25.0,35.9,Nova Scotia,Nova Scotia,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER13,1432,13102,14.42,21.52,30.26,16.5,25.13,32.75,19.0,28.12,35.3,New Brunswick,New Brunswick,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER24,1432,13102,16.0,22.6,31.07,17.0,26.0,34.14,20.0,29.8,37.92,Quebec,Quebec,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER35,1432,13102,14.0,23.7,34.62,16.75,25.0,35.58,20.0,30.0,43.08,Ontario,Ontario,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER46,1432,13102,14.42,22.0,27.69,17.0,24.04,33.38,19.0,26.0,40.87,Manitoba,Manitoba,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER47,1432,13102,15.0,21.84,30.77,18.0,25.24,32.52,22.0,30.29,46.22,Saskatchewan,Saskatchewan,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER48,1432,13102,17.0,26.0,37.14,19.23,27.42,39.42,18.46,29.78,42.1,Alberta,Alberta,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER59,1432,13102,14.0,24.0,31.6,17.0,25.0,35.0,20.0,30.0,43.27,British Columbia,British Columbia,payroll administrators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER12,1434,14201,12.82,18.0,24.62,14.25,19.49,23.08,16.95,20.41,26.44,Nova Scotia,Nova Scotia,"banking, insurance and other financial clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1434,14201,11.0,18.46,28.0,14.42,23.0,30.0,17.88,23.18,30.69,New Brunswick,New Brunswick,"banking, insurance and other financial clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1434,14201,15.0,21.0,29.0,16.0,23.0,28.72,19.0,24.63,32.97,Quebec,Quebec,"banking, insurance and other financial clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1434,14201,12.99,19.0,26.92,15.38,20.51,29.75,18.0,24.81,35.71,Ontario,Ontario,"banking, insurance and other financial clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER46,1434,14201,13.75,20.0,27.0,13.5,19.62,28.0,16.78,22.13,31.0,Manitoba,Manitoba,"banking, insurance and other financial clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER47,1434,14201,17.0,20.51,27.0,16.0,23.5,30.22,15.0,26.92,32.05,Saskatchewan,Saskatchewan,"banking, insurance and other financial clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER48,1434,14201,14.0,20.0,35.9,17.86,27.02,33.0,15.0,24.62,36.62,Alberta,Alberta,"banking, insurance and other financial clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER59,1434,14201,12.0,19.23,26.97,15.0,23.08,32.82,19.23,24.5,34.0,British Columbia,British Columbia,"banking, insurance and other financial clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER12,1435,14202,13.0,19.97,29.71,13.0,23.0,32.1,15.2,24.31,34.5,Nova Scotia,Nova Scotia,collection clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1435,14202,12.93,18.432047,29.053119,12.5,17.5,26.76,15.3,24.31,34.5,New Brunswick,New Brunswick,collection clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1435,14202,11.08,18.0,30.77,16.0,22.0,29.05,16.0,28.21,43.41,Quebec,Quebec,collection clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1435,14202,12.0,19.23,33.8,14.25,23.0,35.9,17.2,26.0,35.62,Ontario,Ontario,collection clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER12,1451,14300,11.0,17.8,26.65,12.55,19.23,26.0,15.2,20.37,26.5,Nova Scotia,Nova Scotia,library assistants and clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1451,14300,11.522294,17.67,21.0,17.05,20.33,26.44,15.3,21.0,24.95,New Brunswick,New Brunswick,library assistants and clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1451,14300,15.5,21.0,28.21,15.32,21.0,27.0,16.0,24.18,28.33,Quebec,Quebec,library assistants and clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1451,14300,11.4,18.0,25.64,14.25,21.54,29.5,17.2,22.0,34.62,Ontario,Ontario,library assistants and clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER46,1451,14300,11.0,16.72,24.4,12.91,17.6,27.0,15.8,18.6,29.01,Manitoba,Manitoba,library assistants and clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER47,1451,14300,12.31,17.0,25.0,12.79,15.5,27.27,15.0,24.7,28.16,Saskatchewan,Saskatchewan,library assistants and clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER48,1451,14300,12.2,21.96,30.63,15.0,20.66,36.0,15.0,22.0,29.0,Alberta,Alberta,library assistants and clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER59,1451,14300,12.0,22.0,32.4,14.6,22.97,25.68,17.4,24.0,31.4,British Columbia,British Columbia,library assistants and clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER1110,1452,14301,12.82,19.92,24.0,12.85,21.0,29.8,17.0,25.96,32.0,Prince Edward Island,Prince Edward Island,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER12,1452,14301,16.7,22.0,27.18,12.55,20.63,26.52,19.23,25.0,29.0,Nova Scotia,Nova Scotia,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1452,14301,10.65,19.58,22.7,12.02,20.0,30.0,18.46,25.0,32.5,New Brunswick,New Brunswick,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1452,14301,11.0,21.7,28.72,16.5,25.0,35.9,20.67,28.85,38.86,Quebec,Quebec,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1452,14301,12.1,20.19,30.1,16.21,28.2,35.0,18.0,28.0,38.82,Ontario,Ontario,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER46,1452,14301,15.38,20.13,27.0,15.52,24.0,29.67,16.0,25.56,37.8,Manitoba,Manitoba,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER47,1452,14301,11.81,20.51,33.74,15.0,24.89,36.5,18.0,30.72,35.0,Saskatchewan,Saskatchewan,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER48,1452,14301,15.0,25.25,33.85,15.0,26.67,50.0,17.0,23.08,35.43,Alberta,Alberta,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER59,1452,14301,14.0,23.65,35.16,18.0,26.33,34.5,20.0,28.59,44.18,British Columbia,British Columbia,"correspondence, publication and regulatory clerks",1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER12,1454,14110,10.7,16.14,19.92,12.55,17.36,23.16,15.98,20.35,30.67,Nova Scotia,Nova Scotia,survey interviewers and statistical clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1454,14110,10.65,15.0,22.31,13.25,15.0,27.0,15.3,20.5,23.15,New Brunswick,New Brunswick,survey interviewers and statistical clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1454,14110,10.75,14.0,29.0,13.1,19.45,34.0,15.75,18.25,34.95,Quebec,Quebec,survey interviewers and statistical clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1454,14110,11.4,17.91,30.0,14.25,20.0,32.0,17.2,20.56,31.95,Ontario,Ontario,survey interviewers and statistical clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER46,1454,14110,11.0,12.0,20.0,11.9,19.0,33.0,15.8,18.5,25.0,Manitoba,Manitoba,survey interviewers and statistical clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER59,1454,14110,11.0,20.5,28.75,14.6,19.6,35.0,17.4,27.0,30.0,British Columbia,British Columbia,survey interviewers and statistical clerks,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER10,1511,74100,12.0,24.0,25.95,12.15,23.97,27.0,15.6,25.0,30.25,Newfoundland and Labrador,Newfoundland and Labrador,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER1110,1511,74100,20.0,23.945946,27.858628,16.0,23.0,26.87,17.0,25.0,29.18,Prince Edward Island,Prince Edward Island,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER12,1511,74100,11.3,23.08,26.0,12.55,22.81,28.0,18.79,25.0,30.41,Nova Scotia,Nova Scotia,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER13,1511,74100,13.0,19.4,25.44,15.0,23.0,26.0,17.0,25.0,30.25,New Brunswick,New Brunswick,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER24,1511,74100,10.75,19.36,25.95,13.62,21.0,28.0,18.9,24.57,30.1,Quebec,Quebec,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER35,1511,74100,11.4,20.0,27.0,14.5,22.0,27.59,19.25,27.31,30.1,Ontario,Ontario,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER46,1511,74100,12.0,21.7,27.0,14.0,21.0,27.0,16.5,27.41,30.36,Manitoba,Manitoba,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER47,1511,74100,15.0,21.63,25.95,13.0,22.84,26.87,20.0,24.0,30.0,Saskatchewan,Saskatchewan,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER48,1511,74100,13.0,24.0,25.96,16.25,22.33,28.0,18.0,26.0,30.36,Alberta,Alberta,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER59,1511,74100,10.85,18.19,26.0,14.6,23.08,27.16,17.4,27.6,30.24,British Columbia,British Columbia,mail and parcel sorters and related occupations,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER10,1512,74101,16.5,25.44,28.05,16.35,23.32,37.5,19.0,26.0,30.0,Newfoundland and Labrador,Newfoundland and Labrador,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER1110,1512,74101,12.0,23.75,27.69,18.0,23.0,30.0,21.2,28.0,35.0,Prince Edward Island,Prince Edward Island,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER12,1512,74101,13.0,21.3,28.56,19.92,26.5,28.33,22.0,27.0,33.0,Nova Scotia,Nova Scotia,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER13,1512,74101,10.65,24.5,27.27,17.44,25.24,27.05,24.36,29.0,38.01,New Brunswick,New Brunswick,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER24,1512,74101,16.25,24.83,26.0,19.0,26.6,28.85,25.0,29.0,36.06,Quebec,Quebec,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER35,1512,74101,19.23,25.0,27.63,19.86,26.0,28.85,22.0,27.8,30.95,Ontario,Ontario,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER46,1512,74101,18.0,25.0,26.36,19.86,26.5,27.17,23.5,29.3,34.1,Manitoba,Manitoba,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER47,1512,74101,18.0,25.0,26.39,19.46,26.0,33.72,21.5,27.5,30.66,Saskatchewan,Saskatchewan,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER48,1512,74101,17.19,25.0,27.5,20.0,26.58,38.46,22.0,28.0,38.36,Alberta,Alberta,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER59,1512,74101,18.0,25.0,27.0,20.0,23.0,27.23,22.46,27.78,31.0,British Columbia,British Columbia,letter carriers,7,4,74,"7 - Trades, transport and equipment operators",4 - Secondary diploma or several weeks training,Transport ops and maintenance
ER10,1513,75201,10.5,13.13,26.0,12.15,20.0,29.5,15.6,18.98,29.76,Newfoundland and Labrador,Newfoundland and Labrador,delivery service drivers and door-to-door distributors,7,5,75,"7 - Trades, transport and equipment operators",5 - Short-term demo or no formal education,Labourers in trades/transport
ER12,1513,75201,10.7,14.3,28.21,12.55,19.64,29.79,15.2,18.2,26.0,Nova Scotia,Nova Scotia,delivery service drivers and door-to-door distributors,7,5,75,"7 - Trades, transport and equipment operators",5 - Short-term demo or no formal education,Labourers in trades/transport
ER13,1513,75201,10.65,12.95,20.47,11.7,20.0,30.0,15.3,17.0,30.0,New Brunswick,New Brunswick,delivery service drivers and door-to-door distributors,7,5,75,"7 - Trades, transport and equipment operators",5 - Short-term demo or no formal education,Labourers in trades/transport
ER24,1513,75201,10.75,16.0,27.5,13.1,17.5,22.0,15.75,19.0,29.33,Quebec,Quebec,delivery service drivers and door-to-door distributors,7,5,75,"7 - Trades, transport and equipment operators",5 - Short-term demo or no formal education,Labourers in trades/transport
ER35,1513,75201,11.4,14.0,27.0,14.25,15.0,28.0,17.2,18.85,30.22,Ontario,Ontario,delivery service drivers and door-to-door distributors,7,5,75,"7 - Trades, transport and equipment operators",5 - Short-term demo or no formal education,Labourers in trades/transport
ER46,1513,75201,11.0,12.0,25.0,11.9,15.33,29.34,15.8,17.0,30.05,Manitoba,Manitoba,delivery service drivers and door-to-door distributors,7,5,75,"7 - Trades, transport and equipment operators",5 - Short-term demo or no formal education,Labourers in trades/transport
ER48,1513,75201,12.2,19.05,28.0,15.0,25.96,44.44,15.0,20.0,33.0,Alberta,Alberta,delivery service drivers and door-to-door distributors,7,5,75,"7 - Trades, transport and equipment operators",5 - Short-term demo or no formal education,Labourers in trades/transport
ER59,1513,75201,10.85,12.75,25.0,14.6,16.0,29.16,17.4,20.35,31.92,British Columbia,British Columbia,delivery service drivers and door-to-door distributors,7,5,75,"7 - Trades, transport and equipment operators",5 - Short-term demo or no formal education,Labourers in trades/transport
ER10,1521,14400,12.0,16.22,25.0,14.75,18.0,26.5,15.6,18.0,31.15,Newfoundland and Labrador,Newfoundland and Labrador,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER1110,1521,14400,11.0,14.0,18.0,12.85,17.0,25.48,16.0,19.2,25.0,Prince Edward Island,Prince Edward Island,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER12,1521,14400,11.0,14.42,20.93,12.55,16.0,28.74,15.2,18.0,23.0,Nova Scotia,Nova Scotia,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1521,14400,11.0,17.0,23.5,12.0,15.6,21.6,15.3,19.75,26.0,New Brunswick,New Brunswick,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1521,14400,11.0,16.0,25.0,13.1,17.0,25.0,15.75,20.5,30.0,Quebec,Quebec,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1521,14400,11.4,17.0,24.85,14.25,18.11,25.62,17.2,21.63,30.0,Ontario,Ontario,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER46,1521,14400,11.15,16.0,24.15,13.75,18.0,25.5,15.8,20.0,29.59,Manitoba,Manitoba,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER47,1521,14400,12.5,17.54,26.0,13.81,19.71,28.9,16.0,21.0,31.25,Saskatchewan,Saskatchewan,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER48,1521,14400,14.0,19.23,28.0,15.0,19.47,28.0,16.5,21.65,29.0,Alberta,Alberta,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER59,1521,14400,11.5,16.83,26.92,14.6,19.5,30.39,17.4,22.0,30.13,British Columbia,British Columbia,shippers and receivers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER10,1522,14401,11.0,19.2,29.1,16.03,21.75,27.77,17.01,22.73,31.6,Newfoundland and Labrador,Newfoundland and Labrador,storekeepers and partspersons,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER12,1522,14401,10.7,16.5,25.0,14.0,21.75,35.0,17.0,22.73,29.51,Nova Scotia,Nova Scotia,storekeepers and partspersons,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1522,14401,10.65,18.0,25.0,13.6,20.0,24.22,18.0,21.7,23.75,New Brunswick,New Brunswick,storekeepers and partspersons,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1522,14401,11.0,19.38,29.0,16.0,21.7,33.44,19.0,23.0,35.0,Quebec,Quebec,storekeepers and partspersons,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1522,14401,11.4,17.0,25.0,14.75,19.86,32.47,18.25,24.0,37.0,Ontario,Ontario,storekeepers and partspersons,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER46,1522,14401,13.0,19.76,28.0,12.5,24.5,30.3,15.8,24.0,34.0,Manitoba,Manitoba,storekeepers and partspersons,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER47,1522,14401,14.0,20.75,34.62,17.0,22.0,31.25,18.55,25.96,35.0,Saskatchewan,Saskatchewan,storekeepers and partspersons,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER59,1522,14401,13.0,20.0,31.25,14.6,19.23,35.0,19.0,26.5,38.6,British Columbia,British Columbia,storekeepers and partspersons,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER12,1523,13201,13.5,19.0,33.33,17.15,23.5,37.93,21.0,24.74,48.08,Nova Scotia,Nova Scotia,production and transportation logistics coordinators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER13,1523,13201,13.5,21.0,32.18,17.1,22.6,26.0,21.63,24.84,28.8,New Brunswick,New Brunswick,production and transportation logistics coordinators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER24,1523,13201,14.0,22.87,30.77,18.6,21.89,34.36,23.0,29.32,46.67,Quebec,Quebec,production and transportation logistics coordinators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER35,1523,13201,15.0,22.4,32.78,16.83,26.44,34.18,20.0,28.85,40.87,Ontario,Ontario,production and transportation logistics coordinators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER46,1523,13201,14.84,20.98,36.06,16.0,22.0,30.77,16.88,25.0,37.0,Manitoba,Manitoba,production and transportation logistics coordinators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER47,1523,13201,17.0,23.85,48.08,20.19,23.17,33.65,17.31,26.44,57.69,Saskatchewan,Saskatchewan,production and transportation logistics coordinators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER48,1523,13201,14.03,25.0,48.08,20.19,30.38,49.52,22.42,29.03,57.69,Alberta,Alberta,production and transportation logistics coordinators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER59,1523,13201,11.0,21.25,48.08,17.0,25.0,40.0,20.51,25.0,41.25,British Columbia,British Columbia,production and transportation logistics coordinators,1,3,13,"1 - Business, finance and administration occupations",3 - College diploma/apprenticeship (<2 yrs) or >6mo training,Admin and logistics occupations
ER12,1524,14403,11.35,15.0,24.0,12.55,18.75,26.44,15.2,21.0,30.0,Nova Scotia,Nova Scotia,purchasing and inventory control workers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER13,1524,14403,10.65,14.5,25.0,12.5,16.0,23.0,15.3,21.0,30.0,New Brunswick,New Brunswick,purchasing and inventory control workers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER24,1524,14403,11.13,17.0,27.88,13.1,17.0,26.67,15.75,24.04,35.9,Quebec,Quebec,purchasing and inventory control workers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER35,1524,14403,11.64,18.27,30.22,14.25,18.0,32.6,17.2,22.0,31.0,Ontario,Ontario,purchasing and inventory control workers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
ER46,1524,14403,11.0,20.67,30.0,13.0,19.23,25.0,15.8,20.19,28.75,Manitoba,Manitoba,purchasing and inventory control workers,1,4,14,"1 - Business, finance and administration occupations",4 - Secondary diploma or several weeks training,Support and supply chain occupations
