ER_Code,NOC_2016,NOC_2021,Low_Wage_2016,Median_Wage_2016,High_Wage_2016,Low_Wage_2020,Median_Wage_2020,High_Wage_2020,Low_Wage_2024,Median_Wage_2024,High_Wage_2024,Province,Region,NOC_Title_2021,Broad_Category_Code,TEER_Code,Major_Group_Code,Broad_Category_Name,TEER_Level_Name,Major_Group_Name
ER3530,2211,22100,13.0,25.0,42.0,16.0,24.76,46.15,19.75,27.78,38.46,Ontario,Toronto,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3540,2211,22100,14.05,25.0,44.31,18.25,28.0,44.62,20.0,29.0,47.82,Ontario,Kitchener--Waterloo--Barrie,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER46,2211,22100,15.0,20.0,30.0,16.76,25.0,41.49,18.53,24.5,40.0,Manitoba,Manitoba,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4650,2211,22100,14.7,18.27,31.51,15.0,25.0,41.49,18.53,24.5,40.0,Manitoba,Winnipeg,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER47,2211,22100,16.0,20.0,40.87,17.0,24.0,43.0,20.19,33.0,45.0,Saskatchewan,Saskatchewan,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4730,2211,22100,16.0,20.0,40.87,16.8,24.0,36.41,23.0,33.0,43.0,Saskatchewan,Saskatoon--Biggar,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER48,2211,22100,18.0,28.0,48.08,17.5,27.88,52.76,20.0,30.0,50.0,Alberta,Alberta,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4830,2211,22100,18.0,28.0,48.08,17.5,27.63,54.51,20.0,30.0,50.0,Alberta,Calgary,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4860,2211,22100,18.0,28.0,48.08,17.5,28.85,52.76,20.0,30.0,50.0,Alberta,Edmonton,chemical technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER00,2212,22101,17.0,31.5,55.29,16.0,32.0,52.0,20.0,31.15,52.88,National,Canada,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER10,2212,22101,15.0,26.05,40.0,20.77,32.0,61.54,17.0,29.0,37.5,Newfoundland and Labrador,Newfoundland and Labrador,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER1010,2212,22101,15.0,26.05,40.0,22.75,33.17,64.1,17.5,30.74,46.9,Newfoundland and Labrador,Avalon Peninsula,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER12,2212,22101,15.0,27.88,43.27,16.59,30.21,42.07,17.0,29.45,46.0,Nova Scotia,Nova Scotia,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER13,2212,22101,15.0,27.88,43.27,15.08,27.69,30.21,19.95,29.17,49.0,New Brunswick,New Brunswick,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER24,2212,22101,13.0,24.0,45.0,17.92,31.73,58.97,24.0,34.0,52.0,Quebec,Quebec,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2420,2212,22101,13.0,24.0,45.0,17.92,31.73,58.97,24.0,34.0,52.0,Quebec,Capitale-Nationale,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2435,2212,22101,15.0,23.0,34.15,17.92,31.73,58.97,24.0,34.0,52.0,Quebec,Montérégie,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER35,2212,22101,14.672876,22.571435,36.14,14.25,25.77,40.38,19.0,28.85,41.35,Ontario,Ontario,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3530,2212,22101,14.5,20.582951,37.99,14.25,25.77,40.38,19.0,28.85,41.35,Ontario,Toronto,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3590,2212,22101,16.5,25.8,39.035591,20.0,36.0,44.57,21.13,28.5,42.0,Ontario,Northeast,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER47,2212,22101,18.46,32.0,45.0,20.0,37.5,53.85,20.83,37.0,50.0,Saskatchewan,Saskatchewan,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER48,2212,22101,20.0,38.46,60.0,20.0,33.65,69.6,20.0,31.15,75.0,Alberta,Alberta,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4830,2212,22101,17.88,39.42,81.2,20.0,33.65,69.6,21.7,31.15,70.67,Alberta,Calgary,geological and mineral technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER00,2221,22110,14.8,22.0,38.46,16.0,25.0,38.0,19.0,30.0,40.33,National,Canada,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER1110,2221,22110,14.0,21.0,26.67,17.38,23.0,30.26,16.0,28.61,38.97,Prince Edward Island,Prince Edward Island,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER24,2221,22110,15.0,21.04,40.0,16.4,27.69,39.0,19.0,30.5,38.46,Quebec,Quebec,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2415,2221,22110,15.0,20.0,26.026011,16.4,27.69,39.0,19.0,30.5,38.46,Quebec,Bas-Saint-Laurent,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2420,2221,22110,15.0,21.04,40.0,17.0,28.57,34.07,19.0,30.5,38.46,Quebec,Capitale-Nationale,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2425,2221,22110,15.0,21.04,40.0,16.4,27.69,39.0,19.0,30.5,38.46,Quebec,Chaudière-Appalaches,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2430,2221,22110,15.0,20.0,27.13,16.4,27.69,39.0,19.0,30.5,38.46,Quebec,Estrie,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2435,2221,22110,15.0,21.04,40.0,16.4,27.69,39.0,19.0,30.5,38.46,Quebec,Montérégie,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2440,2221,22110,14.0,20.0,29.12,16.4,28.0,40.0,19.0,30.5,38.46,Quebec,Montréal,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER35,2221,22110,14.0,20.51,38.46,14.4,22.95,36.0,19.0,25.64,42.74,Ontario,Ontario,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3510,2221,22110,14.0,20.51,38.46,14.4,22.95,36.0,19.0,25.64,42.74,Ontario,Ottawa,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3590,2221,22110,14.0,20.51,38.46,16.0,23.58,30.07,20.0,24.63,34.0,Ontario,Northeast,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER46,2221,22110,12.5,23.08,34.36,14.5,24.96,41.03,19.48,23.1,38.46,Manitoba,Manitoba,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4650,2221,22110,12.0,23.08,34.36,14.5,24.96,41.03,19.48,23.1,38.46,Manitoba,Winnipeg,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER47,2221,22110,14.0,23.0,35.9,16.5,28.95,42.0,25.0,38.46,41.83,Saskatchewan,Saskatchewan,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4730,2221,22110,14.0,23.0,35.9,16.0,27.59,36.09,25.0,38.46,41.83,Saskatchewan,Saskatoon--Biggar,biological technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER00,2223,22112,18.0,26.0,42.74,19.78,27.71,41.03,20.0,30.0,40.0,National,Canada,forestry technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER13,2223,22112,19.23,28.0,38.46,17.5,25.64,52.56,22.23,30.8,41.71,New Brunswick,New Brunswick,forestry technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER35,2223,22112,17.87,22.22,26.85,19.78,24.04,38.65,20.0,29.81,38.0,Ontario,Ontario,forestry technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3590,2223,22112,20.0,22.82,27.0,19.78,24.04,38.65,20.0,29.81,38.0,Ontario,Northeast,forestry technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3595,2223,22112,20.53,22.91,26.25,19.78,24.04,38.65,20.0,29.81,38.0,Ontario,Northwest,forestry technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER59,2223,22112,19.0,24.0,34.0,19.5,30.0,46.83,22.42,32.0,42.94,British Columbia,British Columbia,forestry technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER5940,2223,22112,15.0,22.0,29.0,19.5,30.0,46.83,22.42,32.0,42.94,British Columbia,Kootenay,forestry technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER5950,2223,22112,19.0,24.0,34.0,18.0,29.0,45.0,22.0,30.5,42.94,British Columbia,Cariboo,forestry technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER00,2224,22113,16.15,30.0,44.51,21.63,35.0,48.08,21.95,35.0,46.7,National,Canada,conservation and fishery officers,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER10,2224,22113,21.43,28.0,38.74,25.53,34.0,44.36,26.0,34.0,43.0,Newfoundland and Labrador,Newfoundland and Labrador,conservation and fishery officers,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER1010,2224,22113,21.43,28.0,38.74,25.53,34.0,44.36,26.0,34.0,43.0,Newfoundland and Labrador,Avalon Peninsula,conservation and fishery officers,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER12,2224,22113,20.67,28.0,38.74,24.0,35.71,54.51,15.2,35.58,44.1,Nova Scotia,Nova Scotia,conservation and fishery officers,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER00,2225,22114,12.8,22.5,33.65,14.5,20.5,38.0,20.0,27.0,38.63,National,Canada,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER12,2225,22114,12.5,20.0,39.5,12.55,19.0,26.75,16.85,24.0,40.87,Nova Scotia,Nova Scotia,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER24,2225,22114,12.5,20.08,30.77,14.0,17.89,40.0,20.0,26.0,34.0,Quebec,Quebec,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2420,2225,22114,12.5,20.08,30.77,15.0,18.5,25.0,20.0,26.0,34.0,Quebec,Capitale-Nationale,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER35,2225,22114,12.0,22.5,31.19,16.0,20.0,40.0,19.0,28.0,34.0,Ontario,Ontario,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3510,2225,22114,12.0,22.5,31.19,16.0,20.0,40.0,19.0,28.0,34.0,Ontario,Ottawa,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3520,2225,22114,12.0,22.5,31.19,16.0,20.0,40.0,19.0,28.0,34.0,Ontario,Muskoka--Kawarthas,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3530,2225,22114,12.0,22.5,31.19,16.0,19.62,35.28,22.0,29.5,33.33,Ontario,Toronto,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3540,2225,22114,12.0,22.5,31.19,16.0,20.0,40.0,19.0,28.0,34.0,Ontario,Kitchener--Waterloo--Barrie,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3550,2225,22114,12.0,22.5,31.19,14.25,20.0,43.27,17.2,29.31,34.0,Ontario,Hamilton--Niagara Peninsula,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER48,2225,22114,13.0,28.29,57.69,18.0,24.04,65.87,18.0,22.0,30.18,Alberta,Alberta,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4810,2225,22114,13.0,28.29,57.69,18.0,24.04,65.87,16.25,22.0,30.0,Alberta,Lethbridge--Medicine Hat,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER59,2225,22114,15.0,24.0,33.65,14.6,21.0,32.0,19.0,25.0,31.0,British Columbia,British Columbia,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER5920,2225,22114,15.0,24.0,33.65,16.0,21.0,27.0,19.5,25.0,31.32,British Columbia,Lower Mainland,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER5930,2225,22114,15.0,24.0,33.65,14.6,21.0,32.0,19.15,25.0,30.39,British Columbia,Thompson--Okanagan,landscape and horticulture technicians and specialists,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER00,2231,22300,18.0,29.0,47.12,20.0,30.5,49.0,21.0,31.5,46.53,National,Canada,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER10,2231,22300,19.23,30.56,49.0,16.04,27.0,35.0,22.0,30.77,46.5,Newfoundland and Labrador,Newfoundland and Labrador,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER1010,2231,22300,19.23,30.56,49.0,17.31,27.0,35.0,22.0,30.77,46.5,Newfoundland and Labrador,Avalon Peninsula,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER12,2231,22300,22.0,27.88,39.42,21.5,29.74,41.59,23.02,31.91,41.88,Nova Scotia,Nova Scotia,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER1250,2231,22300,22.0,27.88,39.42,21.5,29.74,41.59,22.86,31.57,40.9,Nova Scotia,Halifax,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER13,2231,22300,14.62,24.53,35.9,17.5,30.0,43.27,18.5,27.0,37.31,New Brunswick,New Brunswick,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER1320,2231,22300,14.62,24.53,35.9,17.5,30.0,43.27,18.5,27.0,37.31,New Brunswick,Moncton--Richibucto,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER1340,2231,22300,14.62,24.53,35.9,17.5,30.0,43.27,18.5,27.0,37.31,New Brunswick,Fredericton--Oromocto,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER24,2231,22300,18.0,27.5,42.86,18.0,29.23,46.5,21.0,31.2,45.13,Quebec,Quebec,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2420,2231,22300,18.0,25.0,40.0,19.0,32.42,47.5,21.0,31.2,45.13,Quebec,Capitale-Nationale,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2435,2231,22300,18.0,27.5,42.86,20.0,28.67,35.64,21.0,31.2,45.13,Quebec,Montérégie,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2440,2231,22300,18.0,27.5,42.86,18.0,29.23,46.5,21.0,31.2,45.13,Quebec,Montréal,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2445,2231,22300,18.0,27.5,42.86,18.0,29.23,46.5,21.0,31.2,45.13,Quebec,Laval,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2455,2231,22300,18.0,27.5,42.86,18.0,29.23,46.5,21.0,31.2,45.13,Quebec,Laurentides,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2460,2231,22300,18.0,27.5,42.86,18.0,29.23,46.5,15.75,33.65,49.74,Quebec,Outaouais,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2465,2231,22300,18.0,27.5,42.86,17.0,27.47,37.0,28.0,32.0,54.95,Quebec,Abitibi-Témiscamingue,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2470,2231,22300,18.0,27.5,42.86,18.0,29.23,46.5,21.0,31.2,45.13,Quebec,Mauricie,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER2475,2231,22300,18.0,27.5,42.86,18.0,29.23,46.5,21.0,31.2,45.13,Quebec,Saguenay--Lac-Saint-Jean,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER35,2231,22300,17.0,27.4,46.67,20.0,30.0,43.27,24.0,33.5,49.45,Ontario,Ontario,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3510,2231,22300,17.0,27.4,46.67,20.0,30.0,43.27,24.0,33.5,49.45,Ontario,Ottawa,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3530,2231,22300,18.0,27.4,51.79,20.0,30.0,43.27,24.0,33.5,49.45,Ontario,Toronto,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3540,2231,22300,17.0,27.4,46.67,20.0,30.0,43.27,24.0,33.5,49.45,Ontario,Kitchener--Waterloo--Barrie,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3550,2231,22300,17.0,27.4,46.67,20.0,30.0,43.27,24.5,37.5,55.5,Ontario,Hamilton--Niagara Peninsula,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3560,2231,22300,17.0,27.4,46.67,20.0,30.0,43.27,25.0,33.65,46.0,Ontario,London,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3570,2231,22300,17.0,27.4,46.67,20.0,30.0,43.27,24.0,33.5,49.45,Ontario,Windsor--Sarnia,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER3590,2231,22300,17.0,27.4,46.67,20.0,30.0,43.27,24.73,33.0,49.0,Ontario,Northeast,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER46,2231,22300,15.5,27.03,46.61,17.95,28.5,38.77,21.0,27.5,39.32,Manitoba,Manitoba,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4650,2231,22300,17.52,28.0,48.0,17.95,28.85,39.42,21.0,26.5,39.32,Manitoba,Winnipeg,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER47,2231,22300,19.5,27.69,43.79,16.0,25.64,49.04,22.32,32.12,50.48,Saskatchewan,Saskatchewan,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4710,2231,22300,19.5,27.69,43.79,16.0,25.64,49.04,22.32,32.12,50.48,Saskatchewan,Regina--Moose Mountain,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4730,2231,22300,19.5,27.69,43.79,15.0,30.0,51.28,18.46,32.71,57.62,Saskatchewan,Saskatoon--Biggar,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER48,2231,22300,24.04,36.0,54.0,23.0,35.0,52.0,19.78,30.05,45.67,Alberta,Alberta,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4830,2231,22300,24.04,36.0,54.0,23.0,33.65,50.0,19.78,30.05,45.67,Alberta,Calgary,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4860,2231,22300,24.0,36.0,65.0,24.04,35.31,52.0,20.0,30.0,46.0,Alberta,Edmonton,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER4870,2231,22300,24.04,36.0,54.0,23.0,35.0,52.0,19.78,30.05,45.67,Alberta,Athabasca--Grande Prairie--Peace River,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER59,2231,22300,23.08,34.62,45.0,22.0,34.0,50.0,22.0,34.87,47.5,British Columbia,British Columbia,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
ER5910,2231,22300,23.08,34.62,45.0,18.0,33.0,41.63,22.0,34.87,47.5,British Columbia,Vancouver Island and Coast,civil engineering technologists and technicians,2,2,22,2 - Natural and applied sciences and related occupations,2 - College diploma/apprenticeship (2+ yrs) or supervisory,Science/tech technicians
